profile-config,,
last-modified,name,profile-id,vendor,protocol,available-version,products-supported,device-type
2019-04-05 13:30:42,cisco-12016,cisco-12016,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12016,B,*,ROUTER
2019-04-05 13:30:41,cisco-12404,cisco-12404,"Cisco Systems, Inc",SNMP,7.0.7,Cisco 12404,B,*,ROUTER
2019-04-05 13:30:40,cisco-12406,cisco-12406,"Cisco Systems, Inc",SNMP,7.0.6,Cisco 12406,B,*,ROUTER
2019-04-05 13:30:39,cisco-12416,cisco-12416,"Cisco Systems, Inc",SNMP,7.0.6,Cisco 12416,B,*,ROUTER
2019-04-05 13:30:38,cisco-12810,cisco-12810,"Cisco Systems, Inc",SNMP,7.0.6,Cisco 12810,B,*,ROUTER
2019-04-05 13:30:37,cisco-12816,cisco-12816,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12816,B,*,ROUTER
2019-04-05 13:30:36,cisco-1600,cisco-1600,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 1600,D,*,ROUTER
2019-04-05 13:30:35,cisco-1701,cisco-1701,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 1701 ADSL Security Access Router,D,*,ROUTER
2019-04-05 13:30:34,cisco-1711,cisco-1711,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 1711 Security Access Router,D,*,ROUTER
2019-04-05 13:30:33,cisco-1720,cisco-1720,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 1700 Series Modular Access Routers,D,*,ROUTER
2019-04-05 13:30:32,cisco-1800,cisco-1800,"Cisco Systems, Inc",SNMP,7.0.5,Router,D,*,ROUTER
2019-04-05 13:30:31,cisco-1811,cisco-1811,"Cisco Systems, Inc",SNMP,7.0.5,Router,D,*,ROUTER
2019-04-05 13:30:20,cisco-1841,cisco-1841,"Cisco Systems, Inc",SNMP,7.0.5,Router,D,*,ROUTER
2019-04-05 13:30:19,cisco-1900,cisco-1900,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 1900,D,*,ROUTER
2019-04-05 13:30:18,cisco-1941,cisco-1941,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 1941,D,*,ROUTER
2019-04-05 13:30:17,cisco-2431,cisco-2431,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2431 Integrated Access Device,D,,GATEWAY
2019-04-05 13:30:16,cisco-2432,cisco-2432,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2432 Integrated Access Device,D,,GATEWAY
2019-04-05 13:30:15,cisco2501-router,cisco2501-router,"Cisco Systems, Inc",SNMP,7.0.5,2501,D,*,ROUTER
2019-04-05 13:30:14,cisco-2511,cisco-2511,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 2511 Router/Access Server,D,*,ROUTER
2019-04-05 13:30:13,cisco-2610,cisco-2610,"Cisco Systems, Inc",SNMP,7.0.6,Cisco 2610 Router,D,*,ROUTER
2019-04-05 13:30:12,cisco-2611,cisco-2611,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2611 Router,D,*,ROUTER
2019-04-05 13:30:11,cisco-2611xm,cisco-2611xm,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2611XM Router,D,*,ROUTER
2019-04-05 13:30:10,cisco-2620,cisco-2620,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2620 Router,D,*,ROUTER
2019-04-05 13:30:09,cisco-2621,cisco-2621,"Cisco Systems, Inc",SNMP,7.0.4,Cisco Modular Access Routers,D,*,ROUTER
2019-04-05 13:30:08,cisco-2621xm,cisco-2621xm,"Cisco Systems, Inc",SNMP,7.0.4,Cisco Modular Access Routers,D,*,ROUTER
2019-04-05 13:30:07,cisco-2651,cisco-2651,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 2651 Router,D,*,ROUTER
2019-04-05 13:30:06,cisco-2801,cisco-2801,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2801 Integrated Service Router,D,*,ROUTER
2019-04-05 13:30:05,cisco-2811,cisco-2811,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 2811 Integrated Service Router,D,*,ROUTER
2019-04-05 13:30:04,cisco-2821,cisco-2821,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2821 Integrated Service Router,D,*,ROUTER
2019-04-05 13:30:03,cisco-2900xl,cisco-2900xl,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2900xl,D,*,SWITCH
2019-04-05 13:30:02,cisco-2912,cisco-2912,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2912 Switch,D,*,SWITCH
2019-04-05 13:30:01,cisco-2924,cisco-2924,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2924 Switch,D,,SWITCH
2019-04-05 13:29:59,cisco-2926,cisco-2926,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2926,D,*,SWITCH
2019-04-05 13:29:58,cisco-2950,cisco-2950,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2950 Switch,D,*,SWITCH
2019-04-05 13:29:57,cisco-2960s,cisco-2960s,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2960S Switch,D,*,SWITCH
2019-04-05 13:29:56,cisco-2960,cisco-2960,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2960 Switch,D,*,SWITCH
2019-04-05 13:29:55,cisco-2970,cisco-2970,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2970,D,*,SWITCH
2019-04-05 13:29:54,cisco-3508,cisco-3508,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3508 Switch,D,*,SWITCH
2019-04-05 13:29:53,cisco-3512,cisco-3512,"Cisco Systems, Inc",SNMP,7.0.5,Cisco Catalyst 3512 XL Switch,D,*,SWITCH
